"brt_1","brt_2","brt_3","brt_4","pps_1","pps_2","pps_3","pps_4","pps_5","pps_6","ppa_7","ppa_8","ppa_9","ppa_10","ppa_11","ppa_12","ppr_13","ppr_14","ppr_15","ppr_16","ppr_17","ppr_18","sec_1","sec_2","sec_3","sec_4","wlb_1","wlb_2","wlb_3","wlb_4","wld_1","wld_2","wld_3","wld_4","scs_1","scs_2","scs_3","scc_1","scc_2","scc_3","opp_1","opp_2","opp_3","qrp_1","qrp_2","qrp_3","qrp_4","qrp_5","qrp_6","qrp_7","qrp_8","inf_1","inf_2","inf_3","inf_4","inf_5","inf_6","mng_1","mng_2","rla_1","rla_2","rla_3","rla_4","rla_5","rla_6","rlc_1","rlc_2","rlc_3","rlc_4","rlc_5","rlc_6","pay_1","pay_2","tol_1","tol_2","gnl_1","gnl_2","gender_num","title_num","discipline_num","last_published_num","academia_length_num","phd_dissertation_num",".imp",".id"
3,3,1,4,4,4,4,4,4,4,2,4,4,5,4,5,5,4,2,2,3,2,3,1,1,2,4,4,4,4,5,5,5,5,3,3,2,4,4,2,5,4,3,1,1,2,3,4,2,3,4,3,2,4,4,2,5,4,3,6,7,7,7,7,7,5,1,5,6,6,2,7,7,3,5,3,2,2,2,0,2,3,0,6,120
2,3,1,2,2,1,2,2,2,1,2,3,3,4,3,4,5,5,4,3,4,4,4,4,4,4,1,1,1,1,2,2,2,2,5,5,5,5,5,5,5,5,5,2,1,3,4,3,2,3,3,4,4,3,4,5,4,3,3,3,3,3,3,3,3,3,3,5,4,4,4,5,5,5,6,3,3,2,1,1,1,2,1,6,121
2,2,2,3,4,4,5,2,3,4,4,4,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,5,4,4,2,3,3,4,4,5,4,4,4,4,4,4,4,1,1,1,1,4,1,1,4,4,4,3,3,3,4,4,4,3,3,5,3,3,3,5,3,5,3,3,3,3,3,2,5,6,5,2,1,0,1,2,2,6,122
3,2,1,2,4,2,3,2,2,1,4,4,5,4,2,5,5,5,4,5,5,5,5,5,5,5,1,1,1,1,2,3,2,2,3,2,1,4,3,3,5,5,4,1,1,2,1,4,1,1,1,5,4,3,5,5,5,4,5,2,2,2,2,2,1,1,6,6,2,2,1,5,5,5,6,6,5,1,2,1,1,4,0,6,123
3,3,3,2,3,2,2,2,2,2,3,4,4,4,4,4,4,4,4,4,3,4,5,5,5,5,3,4,3,3,2,2,2,2,4,4,2,3,3,2,4,4,4,2,1,1,2,1,1,1,1,4,4,3,4,4,4,4,4,3,2,6,3,2,2,5,2,5,2,2,2,6,6,2,2,5,4,1,5,1,1,4,0,6,124
3,3,3,3,4,5,4,3,3,4,4,4,3,4,2,4,3,3,4,4,3,4,4,4,2,4,3,4,4,4,5,4,4,3,3,3,3,3,3,2,5,3,4,3,2,2,4,4,1,2,4,4,4,3,4,4,4,4,3,2,3,3,2,2,6,5,3,7,6,6,3,6,6,6,3,3,4,2,3,1,1,4,0,6,125
1,1,1,1,1,2,2,1,1,1,2,3,3,2,4,3,5,5,5,4,3,5,5,5,5,5,1,1,1,1,2,2,2,2,5,5,3,5,5,3,4,5,4,1,1,1,1,3,1,1,1,5,4,5,5,4,5,5,5,1,1,1,2,1,1,1,1,2,2,2,1,6,6,6,6,7,7,2,5,0,1,4,0,6,126
3,1,1,1,1,1,2,2,1,2,3,4,4,2,2,4,5,5,5,5,5,5,5,5,5,5,3,2,3,3,3,2,2,2,5,2,2,3,5,3,5,5,5,1,1,1,1,1,1,1,1,5,5,4,4,4,5,5,5,1,1,1,1,1,1,4,3,7,6,5,1,6,6,2,3,6,5,1,4,0,1,4,0,6,127
3,2,2,2,1,2,1,1,1,3,3,5,4,5,2,5,5,5,5,5,5,5,5,5,5,5,4,5,4,4,3,2,2,2,5,5,2,5,4,2,5,5,5,1,1,1,2,3,1,2,2,5,5,4,5,5,5,4,4,2,2,2,2,2,2,6,2,5,5,7,1,6,6,4,6,6,6,1,5,0,2,4,0,6,128
2,1,2,2,3,1,5,3,4,1,4,4,5,4,3,5,3,4,4,3,5,2,3,3,3,4,2,1,2,2,2,4,4,3,3,3,2,4,4,3,4,4,4,1,1,1,4,3,1,1,1,3,4,3,3,3,4,4,4,5,2,5,4,2,2,2,5,6,5,6,3,5,5,4,4,5,5,1,0,0,1,3,0,6,129
3,3,4,4,3,4,2,2,4,4,4,4,3,4,3,4,3,4,4,4,4,2,5,4,2,5,5,4,5,5,2,2,2,3,4,3,3,3,4,4,4,4,4,5,2,4,4,2,4,4,4,5,5,4,5,5,5,5,5,2,5,6,3,1,2,5,6,7,5,5,1,5,5,3,3,5,5,2,3,0,1,3,0,6,130
2,2,2,2,2,2,2,2,2,2,2,3,4,3,2,3,4,4,4,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,4,3,3,4,4,2,3,4,3,1,1,1,1,2,2,1,1,4,4,3,4,4,4,4,4,2,2,2,2,1,1,2,2,2,2,2,1,6,6,4,4,4,4,2,4,1,1,4,0,6,131
1,1,2,2,2,5,5,2,4,1,1,1,1,5,1,5,5,5,5,5,5,4,3,3,2,2,5,5,4,5,5,5,5,5,5,5,2,5,5,5,4,5,5,1,1,1,1,1,1,1,1,4,4,3,5,5,5,4,4,2,5,5,5,6,6,2,1,7,6,5,1,1,2,1,7,5,5,2,3,0,1,3,0,6,132
4,2,3,3,2,4,4,3,2,2,3,5,5,5,4,5,4,4,4,3,3,3,4,4,2,4,2,4,4,4,4,4,4,3,5,5,4,4,5,5,4,4,5,1,1,1,1,1,1,1,2,4,3,3,4,4,4,4,4,5,5,5,5,3,3,2,5,4,4,4,3,5,5,5,5,6,6,1,1,0,1,2,2,6,133
4,3,3,4,2,2,4,3,2,4,5,5,4,5,3,5,3,5,5,4,5,4,5,4,2,5,2,2,2,2,4,3,4,4,5,5,3,5,5,4,4,5,5,1,1,1,2,2,1,2,1,5,5,4,5,3,5,3,3,7,2,5,5,1,1,2,5,7,6,4,1,7,7,1,5,5,5,2,3,1,2,3,0,6,134
3,1,2,2,2,5,5,1,1,3,3,4,4,5,2,5,4,4,5,4,5,4,5,5,5,5,3,4,3,3,4,4,4,5,3,3,2,4,4,4,5,5,5,1,1,1,3,3,1,1,1,5,5,3,5,3,5,5,5,7,7,7,5,6,5,7,4,6,4,4,2,7,7,2,2,5,5,1,5,1,1,4,0,6,135
2,1,2,1,2,1,4,1,2,2,1,4,3,5,3,5,4,5,4,5,5,5,3,3,2,3,2,2,2,2,3,1,2,2,5,5,4,5,5,4,5,5,5,1,1,3,3,2,1,2,3,5,5,4,5,5,5,5,5,3,2,2,1,2,2,3,2,2,2,2,1,2,2,2,4,5,5,1,2,1,1,4,0,6,136
2,2,2,3,3,2,2,2,1,2,1,1,2,2,2,2,4,5,5,4,4,5,5,5,5,5,1,2,1,2,2,2,3,2,5,5,5,5,5,4,5,5,5,1,1,2,1,1,1,2,2,5,4,3,4,4,5,4,4,3,3,2,3,1,1,2,6,5,6,4,1,6,6,6,6,6,4,1,2,0,1,2,0,6,137
2,2,1,1,2,2,2,2,2,3,2,5,5,5,5,4,5,5,5,4,4,5,5,4,3,5,2,1,1,1,4,4,4,4,4,4,2,5,5,5,5,5,5,2,1,3,3,3,1,3,1,5,3,3,5,5,5,5,5,2,2,3,2,1,1,5,5,5,5,5,4,4,4,5,6,6,6,1,4,0,2,4,0,6,138
3,2,2,2,2,2,4,2,2,2,2,4,3,2,2,2,3,4,4,4,5,5,5,5,5,5,4,4,4,4,3,3,2,2,5,5,5,3,3,2,5,5,5,1,1,1,1,2,1,1,1,5,4,3,4,4,5,4,4,1,1,1,2,1,1,5,5,7,6,3,1,3,3,6,6,6,5,2,4,1,1,4,0,6,139
3,2,3,3,2,3,2,3,3,2,2,3,3,3,3,5,4,4,4,4,1,3,5,5,4,5,1,1,1,5,2,3,2,2,2,2,2,4,4,4,4,4,4,4,1,1,1,4,1,1,4,4,2,4,4,4,4,3,3,2,2,2,2,2,2,4,4,2,4,6,2,5,6,5,3,3,3,2,5,1,2,2,0,6,140
3,2,1,3,1,5,4,1,4,4,1,3,1,1,2,1,5,5,5,5,5,5,5,5,2,5,3,4,4,4,5,4,4,4,5,4,4,4,4,4,5,5,5,5,2,2,2,3,2,2,2,5,5,3,4,5,5,5,5,3,6,6,6,5,3,6,6,6,6,6,1,6,6,7,7,7,7,2,4,0,2,4,0,6,141
2,2,2,3,1,4,1,3,1,1,3,4,4,3,4,5,5,5,5,5,5,3,5,5,5,5,1,1,1,1,3,1,2,1,4,4,4,4,4,4,5,5,5,5,1,2,1,2,3,2,2,4,4,4,4,5,4,4,3,2,4,4,5,1,1,6,5,7,7,5,3,3,3,4,7,5,5,2,1,0,1,2,0,6,142
4,4,3,4,4,5,5,3,3,4,3,4,3,4,3,4,4,5,5,5,5,4,5,5,5,5,4,4,5,5,5,4,5,4,2,2,3,4,4,4,5,5,5,1,1,1,2,4,1,2,2,5,5,2,4,3,5,3,4,5,3,4,4,5,5,6,4,7,5,4,4,5,5,3,3,6,6,2,5,1,2,4,0,6,143
3,2,2,1,1,3,5,2,3,2,3,4,3,3,3,4,5,5,5,5,5,5,5,5,5,5,3,5,4,4,4,5,5,4,5,3,3,3,4,5,3,5,4,2,1,2,2,4,1,1,1,5,5,3,5,4,5,5,5,1,1,1,2,1,1,6,6,7,6,1,1,6,7,3,6,6,6,2,3,1,1,4,0,6,144
1,1,1,3,3,2,4,1,4,2,1,4,5,5,3,5,4,4,5,3,4,4,5,5,5,5,3,4,2,2,3,5,3,5,5,5,5,5,5,4,5,5,3,1,1,1,3,5,2,1,2,5,5,5,5,3,5,5,5,3,2,2,3,2,2,7,6,7,5,3,1,3,3,5,3,7,7,2,4,1,1,4,0,6,145
2,4,2,3,4,2,2,2,2,4,4,5,5,4,3,4,5,5,4,2,5,4,5,5,2,4,2,2,3,1,3,2,3,2,4,4,4,4,4,4,5,3,4,1,2,3,2,5,2,2,1,4,3,3,4,4,5,5,5,4,5,5,3,5,5,7,5,5,3,3,5,3,2,4,6,7,7,1,0,1,1,4,0,6,146
3,3,2,3,4,3,4,1,2,4,1,3,1,2,1,3,4,5,5,5,4,5,5,4,4,5,2,2,2,2,3,3,3,2,4,4,3,5,5,3,5,5,5,2,1,1,3,4,1,2,2,4,5,3,5,4,5,5,4,2,2,1,2,1,1,3,2,5,3,2,1,3,5,6,6,6,6,2,3,1,1,4,0,6,147
3,3,3,2,1,4,4,2,2,4,3,4,4,3,2,3,4,5,5,5,5,4,5,5,5,5,4,4,2,2,4,4,4,4,3,3,3,3,4,4,4,4,4,1,1,2,2,4,1,3,1,5,5,3,4,4,4,4,4,3,6,3,3,2,2,7,6,7,6,6,2,5,6,6,5,5,5,2,4,1,1,4,0,6,148
5,5,3,5,4,5,5,5,2,4,5,5,5,5,4,5,3,4,1,1,1,2,4,4,1,4,5,5,5,5,5,5,5,4,2,3,3,3,2,3,2,2,2,1,1,1,1,2,1,1,1,2,1,2,2,3,2,4,3,5,6,6,6,5,5,7,2,6,6,4,4,1,1,1,1,5,5,2,2,0,1,3,0,6,149
4,4,3,5,3,5,3,4,2,5,3,4,4,5,5,5,4,4,4,4,3,4,4,2,2,3,3,4,4,4,3,2,4,4,2,2,3,4,3,2,4,5,3,1,1,1,2,4,1,4,3,3,3,3,4,2,4,4,4,2,2,2,3,3,3,2,5,3,3,3,3,3,3,5,5,5,5,1,3,0,1,4,0,6,150
3,3,4,3,2,2,4,3,3,2,4,4,4,4,5,4,2,3,4,3,3,4,5,4,4,5,2,3,3,3,3,4,4,4,2,2,1,3,3,3,4,3,3,3,1,1,2,3,1,2,2,4,3,3,4,4,4,4,4,3,3,3,5,3,3,5,4,6,5,4,3,5,5,6,5,5,5,2,4,0,1,4,0,6,151
3,3,2,3,3,2,4,2,5,4,4,4,4,4,2,5,3,4,3,2,3,2,2,2,2,4,2,2,3,3,3,3,3,2,5,5,3,4,5,3,4,5,4,2,2,2,1,4,1,1,2,4,4,4,5,4,5,4,4,2,2,3,2,2,2,5,2,5,3,3,3,3,3,6,7,5,5,2,2,1,2,3,0,6,152
4,4,2,4,4,4,5,4,5,4,5,5,4,4,3,4,4,4,4,4,4,4,4,4,2,4,4,4,4,4,4,5,4,4,4,3,3,3,3,2,2,3,2,1,1,2,1,4,1,2,1,4,3,2,4,3,4,3,3,2,2,2,2,2,2,6,6,6,6,6,2,6,6,6,6,5,5,3,3,1,1,4,0,6,153
3,3,2,2,2,1,3,2,4,5,5,5,5,5,3,4,3,4,4,5,4,4,5,4,2,2,2,2,4,3,3,3,2,2,4,4,4,3,4,4,3,4,4,1,1,1,1,1,1,1,1,4,4,3,4,2,5,3,3,5,2,5,5,3,3,5,2,5,2,3,2,1,2,2,2,3,3,1,3,1,1,4,0,6,154
2,1,2,3,4,5,4,1,2,2,3,4,4,3,2,4,5,4,5,5,5,4,5,5,1,5,2,2,2,2,4,1,3,3,5,4,4,3,3,1,4,5,5,1,1,1,4,2,1,1,2,5,4,3,5,5,5,4,4,2,1,2,2,1,1,7,5,6,6,6,3,6,6,5,6,3,3,2,5,0,1,4,0,6,155
3,1,3,3,4,5,4,2,2,5,4,4,4,5,4,5,4,4,4,5,4,4,5,5,5,5,4,4,4,3,4,4,3,3,3,2,2,3,4,3,5,5,5,1,1,1,1,4,1,1,1,5,5,3,4,5,5,4,4,2,2,2,2,1,1,5,3,5,5,5,1,7,7,6,6,3,3,2,5,1,1,4,0,6,156
3,3,2,4,2,2,4,3,2,2,5,4,4,2,2,1,4,4,4,5,5,5,5,5,5,5,1,2,1,1,4,4,4,4,4,4,4,4,4,4,5,5,5,4,1,4,3,5,4,4,4,5,5,5,5,5,5,4,4,4,2,4,2,2,2,5,6,6,5,6,2,6,6,6,6,6,6,1,5,0,1,4,0,6,157
3,3,2,3,4,5,5,3,4,3,3,4,2,4,2,5,4,5,3,4,4,4,4,4,3,4,5,5,5,5,5,4,4,4,4,4,2,4,4,2,5,5,5,2,2,3,4,4,2,2,4,2,4,2,3,3,5,4,4,5,5,6,7,5,5,6,5,7,6,3,4,6,6,4,6,5,3,1,3,1,1,4,0,6,158
3,3,2,3,4,4,4,2,3,4,2,4,5,5,4,5,3,4,4,4,2,4,1,1,1,1,4,3,4,4,4,4,3,4,4,4,3,5,5,3,4,5,4,1,1,2,2,3,1,2,3,4,3,3,4,3,4,4,3,3,5,4,5,2,2,6,5,7,6,5,4,5,4,2,4,3,3,1,3,1,2,4,0,6,159
4,4,3,5,5,4,4,4,3,4,4,5,5,5,3,4,3,3,4,4,2,4,2,2,1,2,4,4,4,4,4,4,4,4,4,3,2,3,2,1,3,3,2,2,1,3,2,3,2,2,2,3,3,3,3,2,3,3,4,5,5,6,5,5,5,6,2,6,4,4,4,1,2,3,4,5,5,2,3,1,1,4,0,6,160
3,2,3,2,2,3,3,1,3,2,3,3,2,3,3,3,4,5,5,5,5,4,3,4,2,3,1,3,2,2,3,4,3,3,3,2,2,4,3,3,3,4,3,5,1,1,2,3,1,1,3,3,3,3,3,4,3,4,4,3,3,5,5,5,5,5,6,6,5,5,4,6,6,6,4,6,6,1,5,1,1,4,0,6,161
3,2,3,2,2,2,4,2,2,1,2,4,4,3,2,2,4,5,5,4,5,4,5,5,5,5,2,2,2,1,2,2,1,2,4,4,3,3,4,4,4,5,5,1,1,1,2,2,1,1,2,5,5,4,5,5,5,5,5,1,1,2,2,1,1,7,2,7,2,1,2,2,2,6,7,6,6,1,3,1,1,4,0,6,162
4,4,4,4,3,5,5,3,4,4,3,3,4,3,4,4,3,4,5,5,4,3,4,4,2,3,4,4,4,4,4,2,4,4,2,1,1,2,3,2,2,4,3,2,3,1,3,3,2,3,4,2,4,1,3,3,4,3,3,5,4,4,6,4,4,6,5,6,6,6,4,3,3,3,6,4,4,1,4,1,3,4,0,6,163
2,2,1,2,1,2,1,1,1,2,3,3,3,2,2,3,4,5,5,5,5,5,5,5,5,5,1,1,1,1,3,2,2,2,5,5,3,4,5,3,3,5,3,1,1,2,1,2,2,1,1,5,4,4,4,5,5,4,4,2,2,4,2,2,2,3,4,7,4,5,1,6,6,3,6,6,6,2,5,1,1,4,0,6,164
4,3,2,4,5,4,4,3,3,4,3,4,4,4,2,4,4,5,4,5,3,4,3,3,1,3,2,4,3,3,3,2,4,3,4,4,4,4,4,4,4,4,4,1,1,1,1,2,1,1,2,4,3,3,4,2,3,3,3,4,4,4,4,4,3,5,3,6,5,5,4,6,6,6,7,5,5,1,1,1,2,2,2,6,165
3,3,3,3,2,4,5,4,3,3,3,4,4,4,2,3,3,4,4,3,4,5,4,4,4,4,2,4,3,3,4,4,3,3,4,4,3,4,4,4,5,5,5,5,1,1,1,2,1,2,1,4,4,3,4,5,5,5,5,2,2,2,2,2,2,6,3,6,6,2,2,5,5,6,6,7,7,2,3,1,1,4,0,6,166
2,1,2,2,2,4,4,2,2,3,3,5,4,3,3,4,4,4,4,4,4,4,5,5,5,5,3,4,4,3,3,4,3,3,4,5,3,4,4,3,5,5,5,2,1,2,2,4,1,2,2,4,4,3,5,3,5,5,4,3,2,3,3,2,2,6,3,6,5,3,2,6,6,4,6,6,5,1,2,0,2,4,0,6,167
4,3,3,3,3,4,5,3,3,4,3,3,2,3,3,4,4,4,5,4,5,4,3,2,4,2,5,4,2,2,3,4,3,3,4,3,2,3,2,2,2,4,4,1,1,1,1,2,1,1,1,4,3,2,3,3,4,4,5,2,2,2,4,2,2,2,4,5,2,4,4,2,3,4,3,6,5,2,0,0,2,4,0,6,168
3,3,3,2,4,4,5,1,5,4,2,4,4,4,4,5,5,4,4,4,4,5,5,5,5,5,4,4,2,3,4,4,4,4,3,4,3,3,3,2,5,5,5,1,1,1,3,4,2,2,2,4,4,2,4,4,4,4,4,3,5,4,4,4,4,5,6,6,6,4,5,3,3,3,3,5,6,2,4,1,2,4,0,6,169
4,3,4,3,4,3,4,3,2,4,4,4,5,5,5,5,2,3,4,3,4,4,3,3,1,3,2,2,3,3,3,3,2,3,3,3,3,3,3,3,4,4,3,4,2,1,1,2,1,2,1,3,3,2,3,4,4,5,5,6,7,7,7,5,5,5,5,5,6,5,3,2,2,1,1,6,6,2,1,1,2,2,0,6,170
3,3,2,3,2,2,4,2,2,2,2,5,4,4,4,4,4,4,5,4,4,3,4,4,4,4,2,2,2,2,3,4,4,3,4,5,4,4,4,3,5,5,5,1,1,2,1,2,1,2,1,5,5,5,5,5,5,4,4,2,2,4,3,2,2,5,3,6,6,6,3,3,3,2,5,3,3,2,3,1,2,3,0,6,171
3,3,2,3,4,4,2,2,2,4,2,4,2,2,4,2,2,2,4,4,4,2,4,2,2,2,5,5,4,4,4,4,3,4,3,3,3,3,3,3,3,4,4,2,4,4,4,4,2,4,2,4,4,3,3,3,3,4,3,5,2,5,3,3,3,5,5,5,5,5,5,1,2,5,5,6,6,1,2,1,1,4,0,6,172
4,3,3,4,2,3,5,4,4,2,3,3,3,5,4,5,4,4,5,5,3,4,5,5,5,5,5,5,4,5,5,5,5,5,3,2,2,3,2,4,5,5,5,1,1,1,3,4,1,3,3,5,5,4,4,3,4,3,4,3,5,6,3,5,5,6,5,6,2,5,4,6,6,3,4,3,3,1,5,1,1,4,0,6,173
4,3,3,3,3,4,5,3,4,4,2,2,3,4,3,4,3,5,4,4,3,4,2,1,1,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,5,4,4,5,2,4,4,5,1,2,2,2,3,3,4,3,3,5,5,5,5,6,7,4,4,7,3,7,6,5,3,4,4,1,5,3,3,2,3,0,1,4,0,6,174
1,2,3,2,1,2,2,1,2,2,2,4,2,2,2,1,4,4,5,4,5,4,5,5,5,5,2,2,2,2,3,3,3,2,3,4,3,4,4,3,5,4,4,2,1,2,5,4,4,4,4,5,5,4,5,3,5,5,5,1,2,5,6,2,5,5,5,5,7,4,1,4,7,3,6,4,5,1,5,1,1,4,0,6,175
2,1,2,1,1,1,4,1,2,2,4,3,2,2,2,1,5,5,5,5,5,5,5,5,5,5,3,2,4,4,4,3,4,4,5,5,5,4,4,3,1,5,5,5,1,1,2,5,1,1,1,5,5,5,5,5,5,5,5,2,1,1,2,1,1,2,3,6,3,7,2,7,7,5,5,5,5,1,5,0,1,4,0,6,176
3,3,3,3,4,5,5,4,4,4,4,5,5,5,2,5,5,5,2,2,3,4,5,5,5,5,4,4,4,4,5,5,4,4,5,5,4,5,5,5,5,5,5,1,1,2,1,5,1,3,2,4,4,5,5,4,5,4,4,2,3,3,3,1,1,6,4,7,5,2,1,6,6,2,3,4,5,1,2,1,1,2,0,6,177
4,3,2,4,3,4,4,3,2,4,4,5,4,5,4,4,4,5,4,3,4,4,5,4,2,5,4,5,5,5,5,4,5,5,5,3,4,4,5,3,4,4,4,1,1,3,4,4,2,3,3,4,3,3,4,5,4,4,3,4,5,5,7,3,3,5,6,6,5,3,3,1,1,1,4,5,5,1,1,0,2,2,2,6,178
3,3,2,4,1,4,4,3,2,4,4,5,5,4,4,3,3,4,5,5,2,2,5,5,5,5,2,4,3,2,4,3,4,3,4,5,2,2,2,2,5,5,5,2,1,3,5,4,2,4,4,5,5,3,4,3,5,4,4,6,6,6,6,4,4,6,6,7,6,6,3,6,6,2,2,6,6,1,5,1,1,4,0,6,179
3,2,2,2,1,4,4,2,3,3,1,5,5,2,4,4,4,4,4,4,4,4,5,5,2,5,2,2,4,2,4,3,4,4,3,3,1,4,5,4,5,5,5,1,1,1,1,1,1,2,1,4,2,3,3,4,5,2,2,6,5,6,7,3,5,2,6,6,7,5,2,5,5,4,6,2,2,2,1,0,1,3,2,6,180
3,4,3,4,3,4,5,3,5,3,4,4,5,5,4,5,4,3,3,4,4,3,4,3,2,4,4,4,4,4,4,4,4,4,2,2,3,3,3,2,2,3,3,3,4,3,3,3,2,3,2,2,3,3,4,3,4,3,2,5,6,5,5,3,3,4,5,5,4,5,2,6,6,3,4,3,3,1,4,1,1,4,0,6,181
3,2,3,2,4,4,3,3,2,4,4,4,2,2,4,3,4,3,2,4,4,3,5,5,4,4,4,2,3,4,3,3,4,3,3,2,3,3,3,3,3,4,3,2,2,2,2,3,1,1,1,4,2,2,2,3,3,3,3,3,4,3,5,5,4,4,3,4,3,2,3,5,5,2,2,3,2,1,5,1,2,4,0,6,182
4,4,2,4,2,1,2,2,2,4,5,3,3,4,4,3,5,4,5,5,4,5,5,4,3,4,1,2,2,2,3,3,4,4,4,4,4,5,5,5,4,4,4,1,1,2,2,4,2,2,1,4,4,4,4,4,4,4,4,2,3,2,2,2,1,5,3,4,3,5,2,5,5,1,4,2,1,1,3,1,1,4,0,6,183
3,3,2,3,4,4,5,5,4,4,1,4,5,5,3,4,5,5,4,4,2,4,3,3,2,3,2,3,2,3,3,3,3,2,5,5,4,5,5,2,5,5,5,1,1,1,1,2,1,1,1,3,2,3,4,4,4,3,4,3,3,5,5,5,3,6,6,4,5,6,5,3,3,2,7,5,4,2,1,0,1,2,1,6,184
3,4,3,3,2,5,5,1,4,5,1,5,5,5,4,5,3,4,5,4,4,4,4,4,3,4,5,5,5,5,5,2,4,5,5,5,3,4,5,4,5,5,5,1,1,1,2,4,2,2,2,3,3,3,4,3,4,3,3,1,2,1,2,1,1,2,2,7,2,1,1,6,6,5,7,4,3,2,2,0,1,3,0,6,185
2,2,2,2,1,2,2,1,1,1,2,2,3,4,2,4,4,5,5,5,5,5,2,2,2,2,2,2,2,2,3,2,2,2,5,5,3,5,5,2,4,5,4,1,1,1,1,4,1,1,2,5,4,4,5,4,4,3,3,1,1,1,1,1,1,2,2,2,2,2,1,5,5,6,6,4,3,2,1,0,2,2,2,6,186
3,2,1,3,2,4,5,4,3,4,3,4,5,4,2,4,3,5,5,4,4,4,5,5,4,5,4,4,4,4,3,3,3,4,2,4,2,5,3,3,4,5,3,1,1,2,2,3,2,2,3,5,3,3,4,3,4,4,4,4,4,3,5,4,4,5,6,4,6,5,1,6,6,3,5,3,2,1,4,0,1,4,0,6,187
3,2,2,2,1,3,3,2,2,2,3,3,4,3,3,3,4,5,5,5,4,4,5,5,3,4,3,3,2,2,3,4,2,3,1,2,1,4,5,3,4,4,4,1,1,2,2,2,1,2,2,4,4,4,4,4,4,4,4,6,5,5,5,4,3,3,4,5,4,4,2,2,3,2,4,6,5,2,4,0,1,4,0,6,188
3,2,3,2,3,5,4,3,4,5,4,4,5,4,2,4,2,2,4,4,4,2,5,5,2,4,4,5,4,5,2,4,3,3,3,2,2,3,3,3,4,4,4,5,4,3,4,5,4,5,4,3,3,3,4,4,4,3,3,2,4,5,2,2,2,3,3,6,2,5,1,5,5,1,2,2,6,2,0,0,2,2,0,6,189
2,1,1,2,1,1,1,1,3,5,1,4,1,1,2,5,5,5,5,5,5,5,5,5,5,5,2,2,2,2,4,3,3,2,5,5,2,3,5,2,5,5,5,1,1,5,5,5,1,1,5,5,5,4,5,5,5,4,4,3,2,2,4,1,1,1,4,6,5,4,1,6,6,6,6,5,5,4,3,1,1,3,0,6,190
2,2,1,3,1,1,4,1,2,2,2,5,5,3,3,3,4,3,5,4,5,4,4,4,2,4,1,2,2,2,4,4,4,3,5,5,4,4,5,4,5,5,5,2,1,2,2,3,1,2,2,5,4,4,4,4,4,4,4,2,2,4,5,2,2,5,5,6,6,5,3,5,5,4,5,5,5,1,4,0,1,4,0,6,191
3,3,2,4,3,4,3,3,2,2,5,5,4,5,1,4,4,4,2,4,4,3,5,5,1,1,2,3,2,2,4,3,3,3,3,1,1,4,4,4,4,4,3,4,2,2,3,5,1,2,1,3,3,4,5,4,3,3,3,3,2,3,3,3,3,4,3,4,4,2,3,5,5,2,2,2,2,2,5,0,2,4,0,6,192
3,2,2,2,2,5,4,2,2,4,4,4,4,3,3,4,4,4,5,5,4,4,5,5,4,5,4,4,4,4,4,4,4,4,4,5,3,4,5,3,4,4,4,1,1,2,4,3,2,2,1,5,4,4,3,3,3,4,5,2,2,2,2,2,2,5,4,7,5,4,3,6,6,3,5,6,6,1,5,1,1,4,0,6,193
4,2,2,3,4,2,5,2,3,4,4,4,4,4,4,4,3,4,5,3,4,4,5,5,5,5,4,4,4,4,4,4,4,4,4,3,2,3,3,2,3,4,3,1,1,1,2,2,1,1,1,5,5,5,5,4,5,4,4,2,3,4,3,3,3,6,5,6,5,5,6,6,6,3,3,3,3,1,5,1,1,4,0,6,194
3,1,1,2,2,4,4,2,2,4,3,4,4,4,1,4,5,5,5,5,5,4,5,4,2,5,2,3,3,3,4,2,2,2,5,5,3,5,5,3,4,5,4,1,1,2,2,4,1,1,2,5,5,3,4,3,5,5,4,2,2,2,2,1,1,2,5,5,5,4,1,6,6,4,7,3,3,1,3,0,1,2,0,6,195
3,2,1,2,3,4,4,3,4,3,4,5,5,4,3,4,4,4,4,2,3,4,5,4,3,3,1,5,5,5,4,4,5,4,4,3,3,3,4,3,4,5,4,4,1,3,4,4,1,1,1,4,4,3,3,3,4,5,5,3,4,6,4,1,1,6,6,6,7,7,1,5,5,3,2,6,7,2,4,0,1,3,0,6,196
3,2,2,1,1,5,5,1,3,1,2,3,2,3,2,3,4,5,3,3,5,5,5,2,3,5,4,4,3,3,4,4,4,4,5,5,3,4,4,2,5,5,5,5,1,3,3,4,1,1,2,5,4,3,4,2,4,5,5,2,1,1,1,1,1,6,6,6,7,7,2,7,7,4,6,7,7,2,5,1,1,4,0,6,197
2,2,2,2,3,1,1,1,2,1,1,2,2,4,2,4,5,5,5,5,5,3,5,5,1,5,1,1,1,1,2,3,3,2,5,5,5,5,5,5,5,5,5,1,1,1,1,2,2,1,1,5,5,5,5,5,5,5,5,1,1,1,1,1,1,2,2,5,1,1,1,7,7,7,7,7,7,2,3,1,1,4,0,6,198
